2026-03-14 19:39:55, nizanin,6,12.22
2026-03-14 19:40:10,  nizanin,5,8.82
2026-03-14 19:46:50,  nizanin,4,10.73
2026-03-14 19:49:39, nizanin,1,5.34
2026-03-14 19:58:18, nizanin,6,12.22
2026-03-14 20:07:13,nizanin,18,22.93
2026-03-14 20:11:36, AA,1,9.92
2026-03-14 20:12:03,,0,5.03
2026-03-14 20:12:42,AB,0,3.81
2026-03-14 20:14:36,DD,0,4.88
2026-03-14 20:15:25, W,3,7.26
2026-03-14 20:16:29,wwwww,10,15.62
